sentence;spam
Nó đi dạo một lát, nhưng bây giờ nó chỉ thấy rừng đước và nước chảy dài hàng dặm.;0
Mọi người đều tò mò về cái khí cầu trắng to tướng xuất hiện qua đêm.;0
Sóng thần đã đâm vào những ngôi nhà cao và làm vỡ các trụ chống như thể chúng là những cái tăm.;0
Họ lang thang vào một quán bar Tiki kỳ lạ ở rìa một thị trấn nhỏ gần bãi biển.;0
Xe buýt du lịch chật cứng các cô gái tuổi teen hướng tới cuộc phiêu lưu tiếp theo của họ.;0
Tóc cô ướt đẫm gió khi cô ngồi trên chiếc xe mui trần màu đen.;0
Lightning Paradise là nơi tụ tập của nhóm, nơi nhóm thường dành cả đêm.;0
Tán lá dày và những dây leo đan xen làm cho việc đi bộ gần như không thể.;0
Khi chiếc xe thuê lăn bánh đến một điểm dừng trên con đường tối, nỗi sợ hãi của cô tăng lên theo từng khoảnh khắc.;0
Những cây mới trồng được giữ bằng khung gỗ với hy vọng chúng có thể sống sót sau cơn bão tiếp theo.;0
Ông già cộc cằn ngồi ở phía sau cửa hàng mồi nhử vừa càu nhàu với chính mình vừa múc ra một nắm giun.;0
Tất cả những gì họ có thể nhìn thấy là làn nước xanh bao quanh thuyền buồm của họ.;0
Trung tâm chăm sóc khẩn cấp đã tràn ngập bệnh nhân sau khi tin tức về một loại virus chết người mới được công bố.;0
Biển báo nói có công việc trên đường phía trước nên anh ta quyết định tăng tốc.;0
Con kênh Nam Pine đầy cá mập là lối ra vào duy nhất.;0
Ông quyết định trượt nước trên hồ băng không phải là ý hay.;0
Lái xe với ông ta luôn nguy hiểm vì ông ta khăng khăng rằng đường an toàn là đường slalom.;0
Cô ấy là kiểu con gái muốn sống trong một ngôi nhà màu hồng.;0
Cuộc sống của cô trong giới hạn của ngôi nhà đã trở thành một điều bình thường mới của cô.;0
Trải nghiệm cận kề cái chết đã mang đến những ý tưởng mới.;0
Họ rất vui mừng khi thấy con lười đầu tiên của họ.;0
Tiếng sóng vỗ sau thuyền kể về quá khứ trong khi biển cả nói về cuộc sống trong tương lai không xác định.;0
Mặc dù ông nghĩ rằng thế giới phẳng ông không thấy sự mỉa mai khi muốn đi du lịch vòng quanh thế giới.;0
Ông tự hỏi liệu nó có thể được gọi là bãi biển nếu không có cát.;0
Ở độ cao ngang đùi, hy vọng được ăn tối của người ngư dân nhanh chóng trở thành tuyệt vọng.;0
Quá trình phát triển không còn chỉ dành cho nông trại nữa.;0
Những chiếc phao nhỏ màu trắng đánh dấu vị trí của hàng trăm nồi cua.;0
Con đường tuyết phủ không giúp được gì trong việc tìm đường ra khỏi vùng đất phía sau.;0
Cô phục vụ không thích thú khi anh ta gọi trứng xanh và thịt nguội.;0
Chôn sâu trong tuyết, anh hy vọng pin của mình vẫn còn nguyên trong cái đèn hiệu tuyết lở của mình.;0
Anh chỉ có can đảm và ngu ngốc.;0
Tôi không tôn trọng bất cứ ai không phân biệt được Pepsi và Coke.;0
Theo năm tháng, chúng ta đều biết chủ nhân của chúng trông ngày càng giống chó của họ.;0
Với hy vọng tìm ra sự thật, ông bước vào thư viện một phòng.;0
Khi bước vào nhà thờ, ông có thể nghe thấy giọng nói nhẹ nhàng của ai đó thì thầm vào điện thoại di động.;0
Anh lặng lẽ đi vào bảo tàng khi trận siêu cúp bắt đầu.;0
Ông đã kết luận rằng lợn phải có khả năng bay trong Hog Thiên đàng.;0
Mưa quất vào kính chắn gió khi bóng tối bao trùm lấy chúng tôi.;0
Đi biển thay thế vị rượu vang là nỗi ám ảnh mới của ông.;0
Những ngọn đèn nhấp nháy của tháp ăng-ten hiện lên rõ mồn một ngay khi tôi nghe thấy một tiếng tách to.;0
Người ta thường cho phép chó ăn thức ăn của mèo, nhưng không cho mèo ăn thức ăn của chó.;0
Hệ thống an toàn xe hơi đã đi một chặng đường dài, nhưng anh ta đã chứng minh rằng chúng có thể khôn ngoan hơn.;0
Họ nhìn lên bầu trời và thấy hàng triệu ngôi sao.;0
Cô mở chai rượu vang thứ ba của đêm.;0
Chỉ với một lần tung đồng xu, cuộc đời anh ấy đã thay đổi mãi mãi.;0
Nước chanh chua làm dịu cơn khát của nàng, nhưng không làm dịu nỗi khát khao của nàng.;0
Anh ấy là kiểu người thích ánh đèn Giáng sinh trên ngôi nhà của mình vào giữa tháng Bảy.;0
Lũ gấu con cho gấu mèo ăn làm ngạc nhiên ngay cả kiểm lâm dày dạn.;0
Cô đã ghê tởm anh ta không thể nói sự khác biệt giữa nước chanh và nước chanh.;0
Mỗi khi thấy biển báo có cờ đỏ, anh ta lại chộp lấy ván trượt.;0
Hai đứa trẻ 4 tháng tuổi ngủ dưới bóng cây cọ trong khi người mẹ rám nắng dưới ánh mặt trời.;0
Ông luôn đeo kính râm vào ban đêm.;0
Bé gái ba tuổi chạy xuống bãi biển khi con diều bay sau lưng.;0
Trong buổi hẹn đầu tiên, anh vô tình đập đầu vào thanh xà.;0
Tiếng hét của cô làm câm lặng những đứa trẻ tuổi teen ồn ào.;0
Sau khi khám phá tòa nhà bị bỏ hoang, anh bắt đầu tin vào những hồn ma.;0
Cảnh từ ngọn hải đăng làm cho ngay cả những người dày dạn nhất cũng phải phấn khích.;0
Anh tự hỏi liệu cô có đánh giá cao bộ sưu tập móng chân của anh không.;0
Một số người không nên mặc đồ bơi.;0
Con trai ông châm biếm rằng bánh năng lượng chẳng khác gì bánh kẹo người lớn.;0
Quần tất và giày cao gót là những lựa chọn thú vị khi đi biển.;0
Cô ấy nhảy một điệu vui vẻ vì tất trong máy sấy trùng khớp.;0
Cô không chắc liệu có ấn tượng hay lo lắng rằng anh ta gấp đồ lót thành những gói nhỏ gọn gàng.;0
Khi cô ấy không thích một người đàn ông đang cố gắng để đón cô ấy, cô ấy bắt đầu sử dụng ngôn ngữ ký hiệu.;0
Mùi thơm ngon lành từ nhà bếp đã bị khói thuốc lá làm hỏng hết.;0
 Bơi với rủi ro của chính bạn đã được coi là một thách thức đối với nhóm sinh viên đại học Kansas.;0
 Cô tự hỏi đôi mắt anh đang nói gì bên dưới cặp kính râm có gương.;0
 Lũ kiến thích tiệc nướng hơn cả gia đình.;0
 Chúng không làm gì khi gấu trúc tấn công túi thức ăn của cô gái.;0
 Khi ông phải đi dã ngoại trên bãi biển, ông cố tình cho cát vào thức ăn của người khác.;0
 Mẹo để khiến trẻ ăn bất cứ thứ gì là bắt kịp chúng.;0
 Vẻ đẹp của hoàng hôn bị che khuất bởi những cần cẩu công nghiệp.;0
 Ông đã giẫm lên vòng hoa quả của mình và do đó trở thành một kẻ giết ngũ cốc.;0
 Anh ta bước vào tầng hầm với bộ phim kinh dị từ đêm trước đang chạy trong đầu.;0
 Cô nhìn thấy đèn phanh, nhưng không kịp.;0
 Dù hoàng hôn có đẹp đến thế nào, nó vẫn buồn khi biết mình già thêm một ngày.;0
 Cô ấy sống trên con đường Khỉ Rừng và điều đó dường như giải thích cho sự kỳ lạ của cô ấy.;0
 Khi những tay lái xe tăng tốc ra vào giao thông, tất cả những gì cô có thể nghĩ đến là những người cần được cấy ghép.;0
 Chú rùa nhảy xuống hồ với ước mơ trở thành một con rùa biển.;0
 Lần thứ 216, anh ta nói sẽ bỏ uống soda sau lon Coke cuối cùng.;0
 Lucifer ngạc nhiên trước số lượng người sống ở Thung lũng Chết.;0
 Đã mười sáu ngày kể từ khi lũ thây ma tấn công lần đầu tiên.;0
 Charles ăn khoai tây chiên và biết rằng đó sẽ là bữa ăn cuối cùng của mình.;0
 Cô ấy có tài năng vẽ các bài hát.;0
 Carol uống máu như thể cô ấy là ma cà rồng.;0
 Hắn uống cả cuộc đời trước khi phun nó ra.;0
 Ông mơ thấy ăn táo xanh với sâu.;0
 Dolores sẽ không ăn nếu cô ấy biết nó thực sự là gì.;0
 Lời chào từ vũ trụ thật.;0
 Có một tin nhắn cho anh nếu anh tìm kiếm.;0
 Nó thấy món thịt gián phủ sôcôla rất ngon.;0
 Nó chợt nhận ra rằng những người khác có thể làm cho nó hạnh phúc hơn, nhưng chỉ có nó mới có thể làm cho chính mình hạnh phúc.;0
 Cô ngửa đầu ra sau và để kem chảy vào miệng trong khi tắm.;0
 Jeanne ước gì cô ấy đã chọn cái nút đỏ.;0
 Đó là kinh nghiệm đầu tiên của cô khi huấn luyện một con kỳ lân cầu vồng.;0
 Hắn dùng nấm miệng như một vũ khí huỷ diệt tinh thần.;0
 Thời tiết không phải là điều gì quá quan trọng – nó đặc biệt quan trọng khi bạn đang đứng trong thời tiết.;0
 Tôi có thể đang vật lộn với địa lý, nhưng tôi chắc là tôi đang ở đâu đó quanh đây.;0
 Đó là một con chim cánh cụt trượt ván với cái mũ!;0
Nếu không thích móng chân, có lẽ bạn không nên nhìn vào bàn chân.;0
Chúng tôi sẽ không cho phép anh mang theo con tatu cưng của anh.;0
Khi ông gặp ngô lần đầu tiên, ông nghĩ nó vô cùng cổ hủ.;0
Ông từng bị nhầm lẫn giữa lính và vai, nhưng là một quân nhân, giờ ông là người chịu trách nhiệm.;0
Cứ tiếp tục và nhấn nút đó.;0
Từ trẻ con, trẻ con, trẻ con chỉ là vấn đề thời gian.;0
Nha sĩ của tôi nói rằng nhai gạch rất có hại cho răng.;0
Ông thất vọng khi thấy bãi biển đầy cát và mặt trời đầy nắng.;0
Cô ấy không bao giờ hạnh phúc cho đến khi cô ấy tìm thấy một cái gì đó không hạnh phúc, sau đó, cô ấy vui mừng quá mức.;0
Tôi sẽ rất vui nếu biển đầy nước ép dưa chuột.;0
Người bán hàng rong hy vọng rằng những người đi qua sẽ ném tiền, nhưng họ lại ném cà chua, vì vậy anh ta đã đổi mũ của mình lấy một máy ép.;0
Tôi thích thịt xông khói, bia, chim và khỉ đầu chó.;0
Tôi đến từ bộ lạc săn đầu người, nên tôi sẽ không bao giờ cần bác sĩ tâm thần.;0
Anh giỏi tiếng Anh khi anh biết sự khác nhau giữa một người đàn ông ăn gà và một người đàn ông ăn gà.;0
Khi mọi người hỏi tôi có chuyện gì, và tôi chỉ, họ rên lên.;0
Cửa hàng thú cưng cung cấp mọi thứ bạn cần để giữ cho anaconda được vui vẻ.;0
Cuốn sách này chắc chắn sẽ hoá lỏng não của bạn.;0
Những người cứ khăng khăng dùng cùi chỏ nhổ răng thì thật là phiền phức!;0
Anh thích tập múa ba lê trong phòng tắm.;0
Lo lắng vì xa cách xảy ra khi bạn không thể tìm thấy điện thoại.;0
Bạn có thể giúp cá vàng tăng cường thể lực bằng cách mua cho chúng một chiếc xe đạp.;0
Các cộng đồng khỏa thân tránh xa trang phục thời trang lá vả.;0
Một con kangaroo thực sự chỉ là một con thỏ trên steroid.;0
Khi trồng cây con, ấm trà có nến sẽ giúp công việc dễ dàng hơn.;0
Trước khi chuyển đến nội thành, ông luôn tin rằng phức hợp an ninh là tâm lý.;0
Kết hợp chiếc mũ cao bồi thiết kế riêng với đồ lặn trong một dịp đáng nhớ.;0
Đối với các vết dầu trên sàn, không gì tốt hơn việc đỗ xe máy trong phòng khách.;0
Đứng trên đầu trong các cuộc phỏng vấn việc làm tạo nên một ấn tượng lâu dài.;0
Mỗi người quản lý nên có thể đọc ít nhất mười bài thơ trẻ em ngược lại.;0
Sự thật trong quảng cáo và khủng long với ván trượt có nhiều điểm chung.;0
Không có gì âu yếm một cách thận trọng như một con nhím.;0
Chưa có ai từng chạm trán một bông hoa dại bùng nổ và sống để kể lại câu chuyện.;0
Sắt pyrit là loại khoáng chất ngu ngốc nhất.;0
Áo giáp sẽ bảo vệ da khỏi ánh nắng mặt trời trong những ngày nóng bức.;0
Tôi là con gái của chị gái dì tôi.;0
Sự thông thái có thể dễ dàng đạt được khi bạn giấu nồi dưới gầm giường.;0
Mọi người nên đọc Chaucer để cải thiện vốn từ vựng hàng ngày.;0
Ông ta không phải James Bond, tên ông ta là Roger Moore.;0
Tôi thích rời khỏi công việc sau 8 tiếng uống trà.;0
Thức dậy lúc bình minh là dành cho chim chóc.;0
Nếu ăn 3 quả trứng trứng sẽ khiến chim tăng cân, trứng yến phụng là lựa chọn thay thế tốt.;0
Shakespeare là một thợ máy diesel nổi tiếng thế kỷ 17.;0
Đánh tôi với con cá mập của anh!;0
Đồng yên Nhật Bản cho thương mại vẫn còn nổi tiếng.;0
Chim Guinea bay trong không khí với tất cả sự duyên dáng của một con rùa.;0
Kỳ lân hồng Fluffy là biểu tượng địa vị phổ biến của các đấng nam nhi.;0
Cô khóc kim cương.;0
Dan đã lặn sâu xuống hang thỏ.;0
Erin đã vô tình tạo ra một vũ trụ mới.;0
Cánh cửa đóng sầm lại trên quả dưa.;0
Nên ăn trứng vào thứ Năm để luyện tập dàn hợp xướng.;0
Những con ngựa hồng phi nước đại qua biển.;0
Cá bay bay ngang qua trạm không gian.;0
Ông tô màu không gian sâu một màu vàng mềm.;0
Dan ăn mây như ăn kẹo bông.;0
Ông ấy tìm thấy một con yêu tinh trong vỏ quả óc chó.;0
Bill chạy từ con hươu cao cổ về phía con cá heo.;0
Nó không có ý nghĩa trừ khi bạn có sức mạnh để ăn màu sắc.;0
Patricia thích tiếng móng tay ấn mạnh vào bảng phấn.;0
Ông không hiểu tại sao con chim lại muốn đi xe đạp.;0
Kem tỏi là món ưa thích của cô ấy.;0
Smoky the Bear bí mật châm ngòi cho đám cháy.;0
Pat gọi một cái bánh tiêu ma.;0
Bạn có quyền giận dữ, nhưng điều đó không có nghĩa là bạn có quyền tỏ ra xấu tính.;0
Andy thích ngủ trên giường có đinh.;0
Mục tiêu hàng ngày của cô là cải thiện vào ngày hôm qua.;0
Cô có thói quen tắm nước chanh.;0
Con voi không muốn nói về người trong phòng.;0
Bộ xương có bộ xương của riêng mình trong tủ.;0
Ngay cả khi tuyết rơi bên ngoài, cô cảm thấy thích hợp để mặc bikini của mình.;0
Ông chắc chắn rằng Quỷ dữ đã tạo ra ánh sáng lấp lánh màu đỏ.;0
Anh đeo mặt nạ phẫu thuật ở nơi công cộng không phải để tránh lây nhiễm vi-rút, mà để giữ mọi người tránh xa anh.;0
Doris thích gõ móng tay lên bàn để chọc tức mọi người.;0
Không ai thắc mắc ai đã xây kim tự tháp ở Mexico.;0
Ông ấy nghĩ vài thanh thuốc nổ sẽ dễ hơn một cái cần câu cá.;0
Khi tiền eo hẹp, anh ta lấy tiền ăn trưa từ giếng ước địa phương.;0
Người cha chết trong khi sinh con.;0
Kế hoạch cuối tuần này bao gồm biến rượu vang thành nước.;0
Những con cự đà đang rơi khỏi cây.;0
Tôi đã bôi dầu em bé lên người bạn tôi.;0
Nghệ thuật không cần phải có chủ ý.;0
Giờ tôi cần suy nghĩ về sự tồn tại của mình và tự hỏi bản thân mình liệu tôi có thực sự;0
Chúng ta nên chơi Lego ở trại.;0
Tôi là một cái lò sưởi.;0
Làm ơn nói với tôi là anh không làm việc trong nhà xác đi.;0
Chúng ta có những đứa trẻ thường đi vào phòng chúng ta vào ban đêm vì nhiều lý do bao gồm cả những chú hề trong tủ quần áo.;0
8% của 25 bằng với 25% của 8 và một trong số đó sẽ dễ hơn nhiều để làm trong đầu.;0
Anh cắn vì hàm dưới của anh.;0
Hầu hết các cuộc tấn công cá mập xảy ra cách bờ biển khoảng 10 feet vì đó là nơi có người ở.;0
Tôi đang làm việc ở một nông trại khoai lang.;0
David chọn những thứ trong lều của bạn vào chiến lược túi hơn gấp nó một cách khéo léo.;0
Ông đã đầu tư một số kỹ năng trong Hấp lực và Sức mạnh.;0
Tôi là một người lắng nghe tuyệt vời, rất giỏi đồng cảm và thông cảm, nhưng tôi ghét mọi người.;0
Ông ấy rất giỏi trong việc sa thải người khác một cách tử tế.;0
Khi nấu mì spaghetti, tôi thích luộc mì vài phút trước khi luộc để mì trơn hơn.;0
Joyce rất thích ăn bánh kếp với sốt cà chua.;0
Cô buồn khi nghe rằng đom đóm đang đối mặt với sự tuyệt chủng do ánh sáng nhân tạo, mất môi trường sống và thuốc trừ sâu.;0
Anh quyết định rằng đã đến lúc mạnh mẽ hơn bất cứ lời biện hộ nào anh đã sử dụng cho đến lúc đó.;0
Cánh cửa mở ra, để lộ ra hươu cao cổ hồng và voi đỏ.;0
Cô ấy đi du lịch vì chi phí cũng tương tự như trị liệu và thú vị hơn nhiều.;0
Cọ vẽ đã tức giận với màu sắc mà nghệ sĩ đã chọn để sử dụng.;0
Những con ong quyết định nổi loạn chống lại ong chúa của chúng.;0
Giấc mơ kỳ ảo cuối cùng của anh bao gồm sự hài lòng và ngủ tám tiếng liên tục.;0
Cô nhìn vào gương và thấy một người khác.;0
Không có đủ khăn trên thế giới để ngăn nước thải chảy ra từ miệng anh ta.;0
Ông có một cảm giác mơ hồ rằng cây đã sinh ra khủng long.;0
Con búp bê xoay vòng tròn với hy vọng sẽ sống lại.;0
Thạch nho đang rỉ ra từ cái lỗ trên mái nhà.;0
Dế phủ sô-cô-la là món ăn vặt yêu thích của nó.;0
Mật mã bí mật họ tạo ra không có nghĩa gì, ngay cả với họ.;0
Ba năm sau, quan tài vẫn còn đầy thạch.;0
Đầu óc ông ta bị thổi phồng lên vì không có gì trong không gian ngoài chính không gian.;0
Họ đang chơi piano trong khi bay trên máy bay.;0
Nước rửa tay thực ra là keo trong suốt.;0
Lời bài hát nghe như móng tay trên bảng phấn.;0
Phải mất một tháng để anh ta ăn xong bữa ăn.;0
Hãy tìm kiếm thành công, nhưng luôn chuẩn bị tinh thần cho những chú mèo ngẫu nhiên.;0
Không có tóc làm cho anh ta trông còn nhiều tóc hơn.;0
Ông ấy đổ đá vào ngục tối của tâm trí.;0
Con vẹt xanh đi nhờ cầy mangut.;0
Hạnh phúc có thể tìm thấy trong sâu thẳm của bánh pudding sô cô la.;0
Không có anh hùng nào trong một ban nhạc punk rock.;0
Ông ta cạo quả đào để chứng minh một điều.;0
Lạc không mọc trên cây, nhưng hạt điều thì có.;0
Thật khó để hiểu được hắn sẽ đi xa đến mức nào để giữ vị trí thấp.;0
Ông ấy tạo ra burger lợn từ thịt bò.;0
Quá trình suy nghĩ của ông ở nhiều cấp độ đến nỗi ông đã tự gây cho mình nỗi ám ảnh về độ cao.;0
Nó thích chơi chữ trong bồn tắm.;0
Có ba hòn đá có nhánh tụ lại trong một phòng hình khối.;0
Không thể biết được những suy nghĩ nào sẽ đến từ cỗ máy.;0
Ông ấy chườm nóng lên vết thương để xem nó sẽ phát triển ra sao.;0
Cô ấy dùng tóc của mình để nấu súp để tăng thêm hương vị.;0
Đôi khi bạn phải từ bỏ và chiến thắng bằng cách gian lận.;0
Món đồ chơi này đã gợi lại những kỷ niệm đẹp về việc bị lạc trong rừng mưa nhiệt đới.;0
Cô không thể quyết định được ly là một nửa rỗng hay một nửa đầy, vì vậy cô uống nó.;0
Ông không cay đắng rằng cô đã chuyển đi nhưng từ củ cải.;0
Anh đã quyết định chấp nhận số phận của mình bằng cách chấp nhận số phận của mình.;0
Những đám mây tạo thành những sinh vật đẹp đẽ trên bầu trời và cuối cùng tạo ra một cơn lốc xoáy tàn phá bầu trời.;0
Kẹo mút xoáy có vấn đề với kẹo pop rock.;0
Anh ta nhặt rác trong thời gian rảnh rỗi để đổ vào sân nhà hàng xóm.;0
Con cá mơ thấy mình thoát khỏi bể cá và chui vào nhà vệ sinh, nơi nó thấy bạn mình đi tới.;0
Đó là một ngày thứ hai rất tốt để trở thành một ngày thứ bảy.;0
Lời chào từ thiên hà MACS0647-JD, hay chúng ta gọi là nhà.;0
Ông ngạc nhiên rằng sự lười biếng to lớn của mình đã truyền cảm hứng cho những người khác.;0
Ông đã vô tình sử dụng tật mộng du như một sở thích ban đêm.;0
Nó dựng tóc lên để đỡ con cự đà.;0
50 cái đầu ma-nơ-canh nổi trên hồ làm chúng sợ.;0
Dù không phải là một hũ vàng, Nancy vẫn bị mê hoặc bởi những gì cô tìm thấy ở cuối cầu vồng.;0
Sau khi đánh nhau với con cá sấu, Brian vẫn phải đối mặt với anaconda.;0
Không mất nhiều thời gian để Gary phát hiện ra bọn cướp là nghiệp dư.;0
Anh ta chấp nhận cuộc sống mới của mình như một quả cà tím.;0
Karen nhận ra cách duy nhất để lên thiên đường là gian lận.;0
Ông thích ăn chuối với bánh mì kẹp xúc xích.;0
30 năm sau, bà vẫn nghĩ rằng sẽ ổn nếu đặt cuộn giấy vệ sinh vào bên dưới thay vì đặt lên trên.;0
Đối mặt với nỗi sợ hãi lớn nhất, Harry ăn miếng kẹo dẻo đầu tiên.;0
Ông thấy nghệ thuật của mình không bao giờ tiến bộ khi ông sử dụng mồ hôi và nước mắt của mình.;0
Nancy tự hào vì đã điều hành một vụ đắm tàu.;0
Phải mất một thời gian anh mới nhận ra rằng mọi thứ anh quyết định không thay đổi, thực ra là do anh đã chọn.;0
Thật khó để Mary thừa nhận rằng hầu hết các bài tập thể dục của cô bao gồm việc thực hành phán đoán kém.;0
Jason sống cuộc đời mình theo phương châm, bất cứ điều gì đáng làm đều đáng làm một cách tồi tệ.;0
David tự hào tốt nghiệp trường trung học với điểm cao nhất lớp ở tuổi 97.;0
Con ong sát nhân thất vọng trước những định kiến của mọi người về nó.;0
Hai người đi xuống khe núi, không để ý đến tiếng sấm ở phía xa.;0
Cô ấy ngạc nhiên bởi những tảng băng lớn đang trôi trên bãi biển.;0
Gary không hiểu tại sao Doug lên lầu để lấy một tờ đô-la khi anh ta mời anh ta đi boa bò.;0
Bãi biển đông đúc với những con báo tuyết.;0
Khi thiên thạch lao về phía trái đất, Becky rất buồn vì cuộc hẹn nha sĩ của cô đã bị huỷ bỏ.;0
Bà nhìn vào kiệt tác được treo trong bảo tàng nhưng tất cả những gì bà có thể nghĩ là đứa con năm tuổi của bà có thể làm tốt hơn.;0
Chuyến đi bè nước trắng đột nhiên bị chặn lại bởi bức tường gạch bất ngờ.;0
Cô ấy luôn có một quan điểm thú vị về lý do tại sao thế giới phải phẳng.;0
Cơn mưa bất ngờ cuốn lũ cá sấu xuống đại dương.;0
Harrold cảm thấy tự tin rằng sẽ không ai nghi ngờ con bồ câu gián điệp của anh.;0
Ông biết sẽ là một ngày tồi tệ khi ông nhìn thấy sư tử núi lang thang trên đường phố.;0
Ông quyết định giả vờ mất tích để tránh phải vào tù.;0
Cuối cùng anh ta đốt ngón tay của mình chọc vào lửa của người khác.;0
Cô ấy đã có một thời gian khó khăn để thừa nhận bản thân điên rồ của mình.;0
Cô ấy quá bận rộn nói về những gì cô ấy muốn làm để thực sự làm bất cứ điều gì trong số đó.;0
Tâm hồn cô ấy có một chút điên rồ khiến cô ấy tin rằng mình có thể tạo ra sự khác biệt.;0
Anh ấy luôn tự nhủ rằng một ngày nào đó mọi chuyện sẽ có ý nghĩa.;0
Cô ấy tiến lên chỉ vì cô ấy tin tưởng rằng cái kết mà cô ấy đang trải qua phải được theo sau bởi một khởi đầu mới.;0
Trong khi tất cả bạn bè của cô đều khẳng định rằng Mary có giác quan thứ sáu, cô biết rằng cô thực sự có giác quan thứ bảy.;0
Ông có một bức tường đầy mặt nạ để cô có thể đeo một khuôn mặt khác nhau mỗi ngày.;0
Nhóm nhanh chóng hiểu rằng chất thải độc hại là rào cản hiệu quả nhất để chống lại zombie.;0
Đã có những ngày tôi ước được tách khỏi cơ thể mình, nhưng hôm nay không phải là một trong những ngày đó.;0
Trước sự ngạc nhiên của mọi người, Ngày Trở Về đã xảy ra ngày hôm qua nhưng nó không diễn ra như mong đợi.;0
Viên đạn xuyên qua cửa sổ làm vỡ nó trước khi bắn trượt đầu Danny chỉ vài milimet.;0
Những bài tập ở trường phức tạp khiến các bậc phụ huynh cố gắng giúp con mình khá bối rối.;0
Quá nhiều nhà tù đã trở thành quan tài sớm.;0
Những vết sẹo bên ngoài chỉ là một phần của câu chuyện.;0
Sự phấn khích thay thế nỗi sợ hãi cho đến phút cuối cùng.;0
Đôi găng tay lao động tả lại nhiều giờ lao động vất vả mà ông phải chịu đựng trong suốt cuộc đời.;0
Đôi cánh của chim ruồi nhòe đi trong khi nó háo hức nhấm nháp nước đường từ máng ăn.;0
Cây thường xuân độc mọc xuyên qua hàng rào mà người ta bảo là không thể xuyên qua được.;0
Xem đội bóng chày lão khoa gợi lại ký ức của 3 tuổi chơi bóng chày.;0
Các bạn trẻ tự hỏi cái gì được giữ trong nhà kho màu đỏ ở rìa xa của khuôn viên trường.;0
Anh cố gắng giữ bãi cỏ tốt nhất trong khu phố.;0
Người phục vụ spa áp mặt nạ làm sạch sâu lên lưng của quý ông.;0
Màu đá cuội không phải là điều mà cặp đôi này từng nói đến.;0
Kem chống nắng được đưa cho cô gái trước khi tập luyện, nhưng làn da bị bỏng là bằng chứng cho thấy cô đã không thoa nó.;0
Virus có sức mạnh mà không ai trong chúng ta biết là có tồn tại.;0
Một ngôi nhà yên tĩnh sẽ rất tuyệt cho đến khi bạn được lệnh ở lại trong đó hàng tháng trời.;0
Theo thời gian, những mệnh lệnh đơn giản sẽ trở thành những đoạn văn giải thích đầy đủ lý do tại sao chó không thể làm một việc gì đó.;0
Những người mẹ dành hàng tháng trời để chờ đợi con cái.;0
Khó có thể phân biệt được các thành viên trong nhóm vì họ đều buộc tóc đuôi ngựa.;0
Cô ấy học được rằng chai nước không chỉ để đựng chất lỏng, mà còn là biểu tượng của địa vị.;0
Cuộc tranh cãi của họ có thể được nghe thấy ở bên kia bãi đậu xe.;0
Chỉ ra hướng núi đi về phía tây khi bạn thấy chúng.;0
Du lịch gần như tuyệt chủng trong đại dịch.;0
Rõ ràng là cô bé nóng, đổ mồ hôi và mệt mỏi.;0
Người Đan Mạch vĩ đại trông giống một con ngựa hơn là một con chó.;0
Ông chơi trò chơi như thể cuộc sống của ông phụ thuộc vào nó và sự thật là nó đã làm.;0
Không thể thuyết phục một con khỉ đưa bạn một quả chuối bằng cách hứa hẹn cho nó vô số quả chuối khi chúng chết.;0
Ông đã ăn kiêng bằng rượu whisky và ngay lập tức mất ba ngày.;0
Nó ngắm những con heo con nhảy múa với những cái bụng phệ của gấu trúc trong bể bơi.;0
Martha đi đến kết luận lắc tạ là một món quà tuyệt vời cho bất kỳ dịp nào.;0
Bà đã thuyết phục con mình rằng bất cứ cây nấm nào tìm thấy trên mặt đất sẽ giết chúng nếu chúng chạm vào nó.;0
Khi đi dọc con phố và nhìn xuống rãnh nước, cô nhận ra khẩu trang đã trở thành đầu mẩu thuốc lá mới.;0
Mary nhận ra rằng nếu máy tính của cô ấy có lịch sử, nó sẽ còn đáng xấu hổ hơn lịch sử trình duyệt của cô ấy.;0
Cây Liễu Roi bỗng nhiên mọc thấp đi.;0
Ngày mai sẽ mang đến điều gì đó mới mẻ, vì vậy hãy để lại ngày hôm nay như một ký ức.;0
Hôm nay tôi mặc đồ kỳ lân để chuẩn bị cho cuộc đua.;0
Hôm nay là ngày cuối cùng tôi sẽ biết được vị của gạch.;0
Hôm nay chúng ta đã thu thập rêu cho đám cưới của chú tôi.;0
Hôm nay tôi nghe thấy một điều mới mẻ và không thể nhớ được.;0
Hôm nay đến với một vụ tai nạn xe của tôi qua cửa gara.;0
Ông thấy mưa hấp dẫn nhưng khó chịu.;0
Ông có vẻ bối rối một cách khó hiểu.;0
Cô ấy nghĩ sẽ đủ thời gian nếu giấu đồng hồ của mình.;0
Bạn sẽ thấy cầu vồng sau khi trời mưa chó mèo.;0
Một con vịt chết không bay ngược lại.;0
Tôi nghĩ màu đỏ sẽ ấm hơn vào mùa hè nhưng tôi không nghĩ về đường xích đạo.;0
Màu xanh lẽ ra phải có mùi thanh bình hơn, nhưng bằng cách nào đó nó chỉ có vị thối rữa.;0
Màu xanh nghe có vẻ quá lạnh vào thời điểm đó và dường như nó có tác dụng đối với rượu gin.;0
Bia ấm vào ngày lạnh không phải là ý tưởng hay của tôi.;0
Thành thật mà nói, tôi không quan tâm lắm đến mùa đầu tiên, nên tôi không quan tâm đến mùa thứ hai.;0
